serialno,weight,cut,color,clarity,mine,price,depth,table,x,y,z
AA80955,0.4,Ideal,F,VVS1,EAST,1168,61.7,55,4.77,4.79,2.95
AA196613,0.41,Very Good,G,VS1,WEST,899,60.7,58,4.79,4.83,2.92
AA130304,0.52,Very Good,I,SI1,WEST,978,62.5,59,5.06,5.12,3.18
AA443394,0.52,Ideal,G,VS1,EAST,1815,61.8,55,5.21,5.17,3.21
AA752803,0.3,Ideal,G,VS2,WEST,526,62.3,56,4.27,4.3,2.67
AA74145,0.98,Fair,G,I1,WEST,1712,69.7,58,6.08,5.98,4.21
AA547342,0.29,Good,E,VVS2,WEST,633,62.7,61,4.2,4.22,2.64
AA7207,0.42,Premium,D,SI1,WEST,810,61.9,59,4.76,4.81,2.96
AA373966,1.52,Very Good,J,VS1,NORTH,8217,62.2,55,7.35,7.42,4.59
AA63207,0.43,Fair,E,VS2,EAST,1107,60.5,59,4.92,4.9,2.97
AA47326,0.65,Ideal,F,VVS2,SOUTH,2921,61.3,56,5.58,5.61,3.43
AA250457,0.3,Good,G,VS2,WEST,526,63.1,56,4.25,4.28,2.69
AA40350,0.27,Ideal,E,VVS2,EAST,799,62.5,57,4.13,4.1,2.57
AA481552,0.31,Ideal,E,VVS2,EAST,767,60.8,56,4.39,4.42,2.68
AA386466,1.04,Ideal,G,VVS1,NORTH,7738,62.8,56,6.49,6.45,4.06
AA305706,0.3,Ideal,H,VVS1,EAST,684,62.4,53,4.28,4.31,2.68
AA630304,1.2,Premium,I,SI1,EAST,4872,61.7,56,6.82,6.76,4.19
AA730829,0.44,Premium,G,VS1,WEST,965,62.3,59,4.82,4.87,3.02
AA954005,0.55,Ideal,I,VVS1,EAST,1712,62.7,57,5.23,5.17,3.26
AA202697,0.32,Good,D,SI1,WEST,550,63.7,55,4.31,4.33,2.75
AA24510,1.16,Ideal,G,VS2,NORTH,7128,60.7,58,6.86,6.81,4.15
AA204247,1,Very Good,F,SI2,EAST,4036,63.4,58,6.31,6.25,3.98
AA544033,0.34,Ideal,E,SI1,EAST,765,62.9,56,4.48,4.45,2.81
AA360585,0.72,Ideal,D,SI1,SOUTH,3550,60.5,56,5.79,5.84,3.52
AA84319,0.32,Very Good,D,SI1,EAST,756,63.1,57,4.38,4.37,2.76
AA250309,0.3,Ideal,G,VVS1,EAST,764,62.1,57,4.27,4.29,2.66
AA2920,0.38,Ideal,F,VS2,EAST,1026,62.2,57,4.63,4.6,2.87
AA947105,0.66,Good,G,VS1,EAST,2055,59,62,5.66,5.72,3.35
AA953209,0.9,Very Good,E,SI2,EAST,3084,63.1,54,6.2,6.17,3.9
AA753539,0.72,Very Good,E,VVS1,NORTH,3903,61.2,58,5.75,5.79,3.53
AA477130,0.71,Ideal,F,VVS2,NORTH,4497,61.6,56,5.73,5.75,3.53
AA555123,0.26,Ideal,D,VVS2,EAST,769,61.4,56,4.15,4.12,2.54
AA193471,0.91,Very Good,H,VS2,SOUTH,4430,60.8,58,6.21,6.25,3.79
AA771554,1.01,Very Good,G,VS1,NORTH,6777,58.8,58,6.52,6.61,3.86
AA495250,0.38,Ideal,E,SI1,WEST,700,61.9,55,4.64,4.7,2.89
AA63863,0.7,Good,E,VS1,EAST,3018,60.2,61,5.71,5.75,3.45
AA835708,0.71,Very Good,F,VS2,SOUTH,3146,63.3,57,5.65,5.69,3.59
AA948737,1.01,Premium,G,VS1,NORTH,5898,61.7,59,6.38,6.33,3.92
AA906435,1.24,Ideal,H,VS1,SOUTH,5055,63,55,6.84,6.81,4.3
AA809047,0.3,Ideal,H,VVS2,WEST,605,62.6,55,4.25,4.28,2.67
AA225862,0.38,Very Good,H,SI1,WEST,662,60.1,57,4.73,4.75,2.85
AA792453,0.51,Ideal,G,VVS2,EAST,1875,61.9,55,5.15,5.19,3.2
AA471903,0.7,Ideal,G,SI2,EAST,2232,62.6,55,5.66,5.69,3.55
AA927111,0.41,Ideal,G,SI1,WEST,719,62.6,54,4.74,4.78,2.98
AA76867,0.55,Ideal,E,SI1,EAST,1668,62.1,55,5.26,5.21,3.25
AA819674,0.7,Very Good,F,SI1,EAST,2553,61.5,60,5.65,5.7,3.49
AA872804,0.56,Ideal,E,VS1,EAST,2085,61.2,56,5.3,5.34,3.26
AA505254,0.5,Ideal,G,VVS2,EAST,1935,62.9,57,5.11,5.04,3.19
AA804143,0.3,Premium,F,IF,EAST,1085,61.6,58,4.34,4.3,2.66
AA343239,0.3,Ideal,H,IF,EAST,764,61.6,57,4.31,4.33,2.66
AA857751,1.26,Ideal,J,SI1,SOUTH,5301,62,56,6.9,6.93,4.29
AA637465,0.32,Ideal,E,VS2,WEST,608,61.4,57,4.4,4.46,2.72
AA620036,0.32,Premium,I,VS2,WEST,576,62.8,58,4.37,4.33,2.73
AA924002,0.27,Very Good,E,VS1,WEST,470,60.4,59,4.18,4.2,2.53
AA750691,0.55,Ideal,G,VS1,EAST,1856,61.5,57,5.28,5.23,3.23
AA669268,0.55,Ideal,F,VS1,EAST,1980,62,55,5.29,5.26,3.27
AA889108,1.55,Very Good,G,SI1,NORTH,9428,59.8,59,7.45,7.47,4.46
AA445831,0.31,Fair,E,VS2,EAST,814,54.2,63,4.61,4.51,2.47
AA732626,0.51,Premium,F,VS1,EAST,1749,62.2,58,5.14,5.12,3.19
AA997734,1.19,Good,D,VS1,NORTH,7437,63.8,55,6.68,6.64,4.25
AA630746,0.9,Good,E,SI1,EAST,3625,60.8,65,6.31,6.18,3.8
AA101713,0.9,Ideal,G,VS1,SOUTH,4531,61.6,56.3,6.22,6.3,3.86
AA28627,0.44,Very Good,I,VVS1,WEST,926,60.8,57,4.88,4.93,2.98
AA351804,1.01,Premium,D,SI1,NORTH,5543,62.6,58,6.44,6.33,4
AA371210,1.02,Premium,F,SI2,EAST,4459,62.5,60,6.36,6.43,4
AA106280,0.38,Ideal,F,VVS2,EAST,963,60.8,58,4.69,4.72,2.86
AA690337,0.3,Ideal,I,VS2,WEST,438,61.6,57,4.28,4.33,2.65
AA347479,0.57,Premium,G,VS2,EAST,1728,62.6,55,5.31,5.26,3.31
AA918158,1.09,Premium,G,SI1,SOUTH,5402,60.2,60,6.7,6.66,4.02
AA310063,1.62,Premium,J,SI2,EAST,5157,61.8,59,7.48,7.44,4.61
AA262358,0.73,Very Good,F,VVS1,SOUTH,3720,60.6,56,5.79,5.83,3.52
AA240489,1.01,Premium,D,SI2,SOUTH,5006,61.7,57,6.49,6.44,3.99
AA566955,0.3,Very Good,G,VS2,WEST,630,63.1,58,4.27,4.23,2.68
AA161180,2.02,Premium,E,SI2,NORTH,17825,59.8,58,8.2,8.16,4.89
AA372709,1,Good,D,SI2,SOUTH,4541,64.5,59,6.25,6.31,4.05
AA372686,1.67,Ideal,H,SI1,NORTH,11678,61.6,55,7.68,7.62,4.71
AA37656,2.51,Ideal,H,SI2,NORTH,17162,62,57,8.72,8.67,5.39
AA57812,1.21,Premium,J,VVS1,SOUTH,5893,61.3,59,6.81,6.86,4.19
AA511119,1.45,Premium,D,SI1,NORTH,10800,62.2,58,7.12,7.03,4.4
AA257250,0.59,Ideal,D,VS1,EAST,2175,60.9,56,5.39,5.44,3.3
AA122341,0.7,Premium,D,VS1,SOUTH,3239,60.6,58,5.73,5.75,3.48
AA747148,1,Ideal,F,VVS2,NORTH,7849,61.5,55,6.46,6.41,3.96
AA12891,0.31,Ideal,E,SI1,WEST,516,61.6,54,4.39,4.41,2.71
AA559014,1,Good,F,VS1,NORTH,6552,57.8,59,6.57,6.59,3.8
AA58683,0.34,Very Good,I,VVS2,WEST,596,61.3,57,4.49,4.52,2.76
AA635234,0.65,Very Good,I,VVS1,EAST,2085,62.9,58,5.51,5.53,3.47
AA391066,0.71,Good,H,SI1,EAST,2056,63.4,54,5.6,5.67,3.57
AA202856,1.01,Premium,E,SI1,SOUTH,4330,61.7,56,6.44,6.39,3.96
AA841007,0.43,Ideal,F,VVS1,EAST,1261,60.3,59,4.89,4.93,2.96
AA82179,1.08,Ideal,G,VS2,SOUTH,5559,62.1,57,6.54,6.57,4.07
AA212156,0.71,Ideal,I,SI1,EAST,2319,62.1,55,5.67,5.73,3.55
AA407099,2.01,Ideal,D,SI2,NORTH,18674,62.1,56,8.02,8.11,5.01
AA95739,1.51,Very Good,E,SI1,NORTH,10891,63.5,57,7.28,7.23,4.61
AA812429,0.32,Ideal,D,SI1,WEST,589,62,57,4.38,4.42,2.73
AA818913,1.75,Premium,G,VS2,NORTH,16783,61.5,59,7.76,7.66,4.74
AA85609,0.91,Ideal,I,VS1,SOUTH,3954,62.4,57,6.17,6.21,3.86
AA883825,1.01,Premium,J,SI2,EAST,3421,63,60,6.38,6.31,4
AA12173,0.27,Ideal,G,VS1,WEST,490,62.3,56,4.14,4.16,2.58
AA889483,2.01,Fair,I,VS2,NORTH,15729,66.3,57,7.79,7.74,5.15
AA344665,1.56,Premium,G,VS1,NORTH,14139,60.9,58,7.49,7.53,4.57
AA919048,1.85,Very Good,H,I1,EAST,5688,63.3,56,7.8,7.75,4.92
AA785814,0.4,Good,H,SI2,WEST,720,63.7,59,4.69,4.64,2.97
AA618724,0.61,Ideal,H,VS1,EAST,2053,60.8,56,5.51,5.47,3.34
AA790060,0.7,Very Good,I,VS1,EAST,1971,62.4,58,5.62,5.67,3.52
AA616656,1.07,Ideal,G,VS1,NORTH,7485,62.1,54,6.56,6.59,4.08
AA727556,1.15,Very Good,H,SI2,EAST,4483,63,54,6.64,6.73,4.21
AA800551,0.54,Ideal,G,VS1,EAST,1847,62.3,55,5.24,5.2,3.25
AA874281,0.48,Ideal,I,VVS2,WEST,1061,62.1,56,5.01,5.04,3.12
AA122867,1.5,Very Good,G,SI1,NORTH,9645,61.5,59,7.31,7.39,4.52
AA956179,1.24,Premium,H,SI1,SOUTH,6729,60.4,59,6.97,6.93,4.2
AA235617,1.1,Premium,G,SI2,EAST,4650,61.4,59,6.71,6.59,4.08
AA766,1.24,Premium,D,SI2,EAST,4916,60.6,59,6.99,6.96,4.23
AA543870,0.71,Ideal,E,VS1,SOUTH,3272,59.7,57,5.84,5.86,3.49
AA767397,0.77,Ideal,E,SI1,EAST,3000,62.5,56,5.87,5.91,3.68
AA200797,1.31,Very Good,I,VS2,SOUTH,6917,61.2,58,7.01,7.05,4.3
AA50712,0.5,Good,E,SI2,WEST,1101,58.3,58,5.23,5.2,3.04
AA240783,0.41,Very Good,F,SI1,WEST,705,63,56,4.71,4.78,2.99
AA159890,1.53,Premium,J,VS1,SOUTH,8205,60.1,59,7.51,7.47,4.5
AA763533,0.3,Very Good,G,VS2,WEST,526,61.4,54,4.31,4.36,2.66
AA399354,0.71,Very Good,E,VVS1,SOUTH,3808,63,57,5.66,5.7,3.58
AA647174,0.7,Premium,G,VS1,EAST,2535,61,59,5.77,5.68,3.49
AA402769,1.28,Very Good,G,VVS2,NORTH,11478,59.5,56,7.12,7.16,4.25
AA359212,0.83,Premium,D,SI1,SOUTH,3556,62.5,54,6.08,6.02,3.78
AA788847,1.22,Ideal,G,VVS2,NORTH,10221,62.3,56,6.84,6.81,4.25
AA936623,0.31,Premium,F,VS2,EAST,802,62.7,59,4.34,4.3,2.71
AA606000,0.96,Fair,F,SI2,EAST,2759,66.3,62,6.27,5.95,4.07
AA592066,2.14,Premium,G,SI2,NORTH,13540,60.7,59,8.37,8.31,5.06
AA813181,0.41,Ideal,G,VS2,EAST,1061,62.7,56,4.76,4.72,2.97
AA658537,1,Ideal,I,SI1,EAST,4200,59.8,57,6.5,6.44,3.87
AA33333,1.3,Very Good,I,SI1,SOUTH,6302,62.3,58,6.93,6.96,4.33
AA983808,1,Very Good,D,VS1,NORTH,7877,62.7,60,6.31,6.36,3.97
AA259893,0.3,Very Good,F,SI1,WEST,471,60.3,61,4.31,4.34,2.61
AA291257,1,Premium,E,SI1,SOUTH,4805,62.8,59,6.4,6.3,3.99
AA841533,1.01,Very Good,D,SI2,SOUTH,4564,61.4,60,6.33,6.38,3.9
AA33723,0.34,Ideal,F,VVS1,EAST,906,61.4,55,4.53,4.56,2.79
AA777200,2.01,Premium,E,SI2,NORTH,14948,61.2,58,8.07,8.05,4.93
AA268155,0.56,Premium,F,I1,WEST,953,62.6,60,5.3,5.15,3.27
AA844704,0.31,Ideal,H,SI1,WEST,457,61.5,56.5,4.34,4.36,2.67
AA138007,0.38,Premium,I,SI2,WEST,641,62.7,58,4.61,4.57,2.88
AA544197,1.02,Good,D,SI2,SOUTH,4459,64.1,58,6.25,6.32,4.03
AA225975,0.76,Ideal,E,SI1,EAST,2949,61.7,57,5.84,5.89,3.62
AA581055,1,Premium,G,VS2,SOUTH,5242,60.8,58,6.44,6.4,3.9
AA242639,1.2,Very Good,H,SI2,EAST,5211,58.8,61,6.94,6.98,4.09
AA691347,1.07,Ideal,E,VS2,NORTH,7240,61.8,58,6.53,6.61,4.06
AA967714,0.4,Very Good,G,SI1,WEST,840,63.3,58,4.69,4.66,2.96
AA52672,0.33,Ideal,H,VS1,EAST,743,61.5,56,4.47,4.44,2.74
AA210692,0.71,Very Good,J,VS2,EAST,1675,62.1,58,5.71,5.73,3.55
AA186238,1.3,Ideal,D,SI1,NORTH,9275,62.2,56,6.98,6.94,4.33
AA763135,0.32,Ideal,F,VVS2,EAST,741,62.1,56,4.4,4.46,2.75
AA665212,0.3,Ideal,E,VVS1,EAST,1071,61.3,57,4.32,4.36,2.66
AA593374,0.25,Good,H,VVS1,WEST,401,60.6,64,4.05,4.07,2.46
AA542996,0.31,Premium,F,VS2,WEST,625,61.3,59,4.31,4.34,2.65
AA70152,1.04,Ideal,G,VVS2,NORTH,9465,61.5,57,6.51,6.54,4.01
AA501499,1.03,Premium,G,VS2,NORTH,6327,62.3,59,6.42,6.38,3.99
AA419949,1.51,Ideal,F,SI1,NORTH,11302,60.7,59,7.42,7.44,4.51
AA32383,0.39,Ideal,G,VVS1,EAST,1004,58.8,62,4.77,4.79,2.81
AA589660,0.28,Very Good,F,VS2,WEST,487,61.7,58,4.17,4.19,2.58
AA551407,0.52,Ideal,E,VS2,EAST,1712,61.3,55,5.18,5.2,3.18
AA620695,0.71,Premium,D,SI1,EAST,2743,60.9,59,5.72,5.71,3.48
AA84456,1.22,Fair,G,SI2,EAST,3763,64.7,61,6.75,6.68,4.34
AA459170,0.4,Premium,E,VS1,EAST,1125,60.1,58,4.76,4.72,2.85
AA706800,1.07,Ideal,D,VVS2,NORTH,10266,61.3,58,6.55,6.64,4.04
AA340518,0.32,Ideal,E,VS2,EAST,702,62.1,56,4.4,4.43,2.74
AA218872,0.3,Ideal,D,VS1,EAST,848,61.8,56,4.34,4.3,2.67
AA858193,1.15,Premium,G,SI2,EAST,4985,62.2,60,6.69,6.66,4.15
AA277414,2.01,Good,J,SI2,NORTH,11554,63.4,59,7.95,7.99,5.05
AA471128,2.01,Ideal,I,SI1,NORTH,12717,62.9,57,8.05,7.98,5.04
AA694737,2.1,Fair,F,SI2,NORTH,15827,64.7,61,7.97,7.92,5.14
AA767551,2.01,Ideal,H,SI2,NORTH,14040,61.9,57,8.09,8.06,5
AA579978,0.5,Very Good,F,VVS2,EAST,2041,61.9,59,5.07,5.11,3.15
AA562524,0.35,Premium,H,SI2,WEST,551,62,58,4.5,4.47,2.78
AA227040,0.38,Premium,F,VS2,EAST,1026,61.9,59,4.66,4.61,2.87
AA261447,0.36,Very Good,E,VS2,WEST,789,62.8,55,4.49,4.56,2.84
AA324927,0.44,Premium,G,VVS1,EAST,1235,60.9,59,4.9,4.96,3
AA242661,2.04,Premium,E,SI2,NORTH,15398,62.7,60,8.04,8,5.03
AA654624,1.21,Fair,H,SI1,EAST,3862,69.6,55,6.49,6.42,4.49
AA192643,0.82,Premium,J,SI1,EAST,2083,62.2,58,5.98,5.94,3.71
AA760649,0.36,Ideal,I,VVS2,WEST,655,61.5,57,4.55,4.58,2.8
AA543897,0.28,Ideal,F,SI1,WEST,453,62.3,54,4.21,4.23,2.63
AA454076,0.36,Ideal,H,VVS1,EAST,794,61.8,56,4.6,4.63,2.85
AA670995,0.31,Very Good,G,VS1,EAST,802,63.3,56,4.33,4.29,2.73
AA610636,0.43,Ideal,H,VS1,WEST,850,61.2,56,4.87,4.9,2.99
AA334853,0.54,Premium,F,SI2,WEST,1240,59.6,60,5.28,5.25,3.14
AA348701,0.58,Ideal,H,VS1,EAST,1764,62.3,57,5.33,5.36,3.33
AA601366,0.92,Very Good,E,SI1,SOUTH,4232,60.7,59,6.25,6.28,3.8
AA525349,0.42,Ideal,D,VS2,EAST,938,62.7,55,4.79,4.81,3.01
AA766667,1.27,Ideal,H,SI1,SOUTH,6785,60.6,57,7.07,7,4.26
AA368331,0.52,Good,H,SI1,WEST,1111,63.1,57,5.09,5.14,3.23
AA798894,0.61,Ideal,G,VS1,EAST,2182,61.5,56,5.48,5.5,3.38
AA864057,1.22,Good,G,SI2,EAST,4181,64,61,6.75,6.68,4.3
AA537765,0.3,Premium,I,VVS1,EAST,709,61.1,59,4.33,4.31,2.64
AA821451,0.71,Ideal,G,SI1,EAST,2317,62.3,56,5.73,5.7,3.56
AA100729,0.7,Ideal,J,VS2,EAST,1974,61.9,57,5.65,5.69,3.51
AA304781,0.91,Premium,F,SI1,SOUTH,4204,62.1,56,6.24,6.2,3.86
AA371670,0.73,Ideal,G,SI1,EAST,2630,61.4,58,5.77,5.79,3.55
AA272754,0.9,Good,G,SI1,EAST,3226,57.7,62,6.29,6.23,3.61
AA580739,0.38,Very Good,H,SI1,WEST,633,61.2,62,4.62,4.66,2.84
AA873358,0.4,Premium,D,VS2,EAST,982,61.7,59,4.73,4.76,2.93
AA889309,0.52,Premium,H,VVS2,SOUTH,2246,61.1,59,5.21,5.17,3.17
AA360164,1.02,Very Good,E,VS2,NORTH,6816,62.5,57,6.36,6.41,3.99
AA967223,0.4,Ideal,G,VS2,WEST,792,62.3,54,4.73,4.77,2.96
AA819034,0.39,Very Good,F,IF,EAST,1183,59.9,59,4.78,4.84,2.88
AA956952,0.33,Very Good,G,SI1,WEST,521,61.2,56,4.44,4.46,2.72
AA171715,0.7,Ideal,F,SI2,EAST,2398,62.1,57,5.65,5.69,3.52
AA817032,1.58,Ideal,E,SI1,NORTH,13434,61,57,7.5,7.55,4.59
AA477683,1.53,Premium,I,VS2,NORTH,10013,62,58,7.36,7.41,4.58
AA532038,1.32,Premium,I,SI1,SOUTH,6283,62.2,58,7.04,6.99,4.36
AA187312,0.36,Premium,E,VS2,EAST,1013,62.3,58,4.55,4.51,2.82
AA628664,0.72,Very Good,H,SI1,EAST,2277,61.5,56,5.77,5.8,3.56
AA91117,1.07,Premium,F,SI1,SOUTH,5042,61.7,58,6.54,6.61,4.06
AA285658,1.02,Good,H,SI2,EAST,3713,64.3,60,6.36,6.25,4.06
AA416159,0.4,Ideal,G,VS2,EAST,1035,62.3,57,4.71,4.7,2.93
AA437407,0.55,Ideal,E,VS1,EAST,2220,61.5,56,5.26,5.29,3.24
AA919306,0.41,Premium,E,SI2,WEST,876,61.9,55,4.8,4.77,2.96
AA348521,0.73,Very Good,G,VVS1,SOUTH,3606,62.9,59,5.7,5.78,3.61
AA573517,0.71,Ideal,F,VVS1,NORTH,4981,61.1,54,5.84,5.78,3.55
AA217270,0.28,Ideal,G,IF,EAST,650,62.4,55,4.17,4.2,2.61
AA237742,0.52,Very Good,E,SI2,EAST,1200,62.9,56,5.08,5.12,3.21
AA407276,0.36,Premium,I,VS1,WEST,729,62,59,4.6,4.53,2.83
AA51706,0.79,Ideal,E,SI1,EAST,3256,61.9,55,5.97,5.89,3.67
AA677690,1.11,Ideal,H,SI1,SOUTH,5688,62.6,57,6.64,6.59,4.14
AA187815,1.25,Ideal,J,SI1,SOUTH,5252,62.4,57,6.86,6.92,4.3
AA825369,0.5,Ideal,E,SI1,EAST,1337,61.9,60,5.06,5.09,3.14
AA794627,0.72,Premium,D,VS2,SOUTH,3205,60.6,57,5.82,5.79,3.52
AA567226,1.01,Good,J,VS1,EAST,4189,61.5,61,6.39,6.45,3.95
AA474334,0.42,Ideal,I,VS1,WEST,771,61.7,54,4.8,4.82,2.97
AA671780,0.72,Ideal,I,VS1,EAST,2498,61.4,58,5.73,5.77,3.53
AA94443,1.36,Very Good,J,SI1,EAST,5723,62,59,7.01,7.06,4.36
AA6754,1.02,Very Good,I,SI1,EAST,3927,62.9,58,6.36,6.42,4.02
AA883427,1.09,Very Good,E,SI1,NORTH,5771,62.8,56,6.53,6.6,4.12
AA860218,1.21,Ideal,G,SI2,SOUTH,5226,62.1,57,6.8,6.85,4.24
AA529298,1,Good,I,VS1,SOUTH,4499,63.9,56,6.18,6.37,4.01
AA800872,0.92,Premium,I,VS2,EAST,3895,60.9,58,6.28,6.27,3.82
AA928279,2.51,Very Good,I,SI2,NORTH,18090,62.3,57,8.69,8.76,5.44
AA530453,0.59,Premium,I,IF,EAST,1866,61.2,58,5.38,5.41,3.3
AA85504,1.51,Fair,G,VS1,NORTH,11739,64.9,55,7.25,7.14,4.67
AA655003,0.9,Good,G,SI2,EAST,3246,63.8,59,6.05,6.02,3.85
AA23861,0.71,Premium,H,SI1,EAST,2006,61,58,5.73,5.77,3.51
AA325558,0.72,Ideal,D,VS2,SOUTH,3179,62.1,57,5.69,5.75,3.55
AA525577,0.58,Ideal,E,VS2,EAST,1698,60.9,59,5.36,5.44,3.29
AA565815,1.5,Good,F,SI2,SOUTH,8181,59.7,61,7.39,7.44,4.43
AA550697,1.01,Good,E,SI1,SOUTH,5232,64.2,59,6.27,6.19,4
AA122547,1.23,Very Good,F,VVS2,NORTH,10650,58.5,59,6.98,7.07,4.11
AA489525,0.32,Ideal,G,VVS1,EAST,842,60.8,56,4.37,4.44,2.68
AA294237,0.4,Ideal,G,IF,EAST,1257,61.5,57,4.72,4.76,2.91
AA767951,0.3,Ideal,E,VVS1,EAST,956,61.4,56,4.37,4.33,2.67
AA643092,1.01,Good,H,SI1,EAST,4432,63.1,60,6.37,6.41,4.03
AA636259,0.7,Ideal,F,SI2,EAST,2259,62,55,5.69,5.73,3.54
AA331161,0.31,Ideal,D,VS2,WEST,692,62.8,54,4.32,4.34,2.72
AA713063,0.31,Very Good,D,SI1,WEST,571,63,54,4.32,4.35,2.73
AA703550,0.91,Ideal,F,SI2,EAST,3763,60.3,57,6.26,6.34,3.8
AA86451,0.26,Very Good,G,VVS2,WEST,426,62.2,56,4.08,4.1,2.54
AA246533,1.09,Ideal,F,SI2,SOUTH,4891,61.2,57,6.6,6.64,4.05
AA302346,0.51,Ideal,H,VS2,EAST,1385,61.3,57,5.14,5.16,3.16
AA748574,1.25,Ideal,I,SI2,EAST,5259,61.8,56,6.92,6.94,4.28
AA715390,0.9,Ideal,J,VS2,EAST,3160,61.3,57,6.16,6.24,3.8
AA718573,1.02,Very Good,D,VS2,NORTH,6909,63.4,54,6.38,6.33,4.03
AA848604,0.3,Ideal,G,SI2,WEST,422,61.9,57,4.28,4.31,2.66
AA75257,0.23,Premium,E,VS1,WEST,513,61.8,60,3.95,3.91,2.43
AA509748,1.54,Premium,G,VS2,NORTH,12308,61.1,59,7.44,7.4,4.53
AA502011,0.6,Good,J,VS1,WEST,1306,58.9,60.5,5.5,5.57,3.26
AA109684,1.13,Ideal,E,VS2,NORTH,8430,61.4,58,6.71,6.74,4.13
AA588855,0.82,Premium,F,SI1,EAST,3080,61.1,60,6.02,5.96,3.66
AA626774,1.23,Premium,H,SI2,SOUTH,5717,62,59,6.92,6.88,4.28
AA299693,2.01,Very Good,I,VS1,NORTH,15335,61.5,62,7.94,8.07,4.92
AA669595,1,Good,D,IF,NORTH,15928,63.3,59,6.33,6.37,4.02
AA559082,0.4,Very Good,E,VS2,EAST,912,62.2,56,4.72,4.74,2.94
AA943052,1.11,Ideal,E,VS2,NORTH,9625,61,57,6.65,6.7,4.08
AA862372,0.51,Ideal,G,VVS2,EAST,1974,61.6,56,5.17,5.12,3.17
AA161152,0.34,Very Good,D,SI1,WEST,626,62.8,58,4.44,4.48,2.8
AA358836,0.3,Ideal,G,IF,EAST,863,61,57,4.31,4.34,2.64
AA283650,1.01,Premium,G,SI2,EAST,4038,63,58,6.34,6.29,3.98
AA149557,0.74,Premium,E,SI2,EAST,2447,59,55,6.03,5.94,3.53
AA79547,0.4,Ideal,J,IF,WEST,758,62.5,56,4.7,4.74,2.95
AA500498,1.02,Premium,H,SI1,SOUTH,4819,58.3,59,6.68,6.59,3.87
AA577606,1.02,Premium,J,SI1,EAST,3496,61.2,57,6.58,6.43,3.98
AA583133,0.51,Premium,J,VS2,WEST,1020,61.5,58,5.14,5.1,3.15
AA15508,0.4,Ideal,,VVS1,EAST,1263,61.3,55,4.75,4.78,2.92
AA969001,1.22,Premium,I,SI1,EAST,5368,62.1,59,6.8,6.86,4.24
AA522319,0.97,Ideal,J,I1,EAST,2370,61.6,54,6.34,6.28,3.89
AA952408,0.5,Ideal,D,VS1,SOUTH,2033,62.2,54.4,5.07,5.11,3.16
AA245733,0.4,Ideal,G,VVS1,EAST,977,61.3,56,4.74,4.75,2.91
AA760230,2,Premium,H,SI2,SOUTH,11202,62.1,60,8.1,8.01,5.3
AA169363,0.34,Very Good,F,VS2,WEST,686,62.9,58,4.44,4.46,2.8
AA292197,0.46,Very Good,F,VVS1,EAST,1838,62.3,56,4.94,4.98,3.09
AA550374,1.5,Very Good,E,SI1,NORTH,11325,59.4,59,7.42,7.49,4.43
AA375602,0.7,Very Good,D,SI1,EAST,2374,62.5,63,5.7,5.63,3.54
AA738233,0.3,Ideal,E,VS2,EAST,911,61.4,59,4.3,4.27,2.63
AA635428,0.72,Ideal,G,VVS2,SOUTH,3126,61.2,57,5.72,5.81,3.53
AA363264,0.93,Premium,F,SI1,SOUTH,4297,62.3,58,6.22,6.18,3.86
AA525792,0.56,Ideal,D,SI2,EAST,1399,61,57,5.3,5.34,3.24
AA434306,0.7,Ideal,D,VS1,SOUTH,3419,61.7,57,5.71,5.74,3.53
AA156537,0.31,Ideal,E,VVS1,EAST,853,62.5,54,4.33,4.37,2.72
AA260380,1.02,Very Good,E,IF,NORTH,10029,61.7,60,6.38,6.52,3.98
AA263380,0.58,Ideal,F,VS1,EAST,1865,61.9,54,5.37,5.33,3.31
AA984428,2.16,Very Good,I,VS2,NORTH,16080,58.6,60,8.48,8.55,4.99
AA788289,0.7,Very Good,H,SI1,EAST,2107,61,58,5.67,5.7,3.47
AA683993,1.06,Premium,H,SI2,EAST,4031,62.6,58,6.52,6.46,4.06
AA721949,0.32,Ideal,E,VS2,EAST,900,62,57,4.41,4.37,2.72
AA189606,0.47,Premium,G,SI1,WEST,931,62.7,58,4.97,4.99,3.12
AA112570,0.43,Good,F,SI1,WEST,739,63.8,57,4.8,4.82,3.07
AA675741,1.03,Premium,H,VS1,SOUTH,5624,62,59,6.48,6.45,4.01
AA630233,0.3,Ideal,H,VS2,WEST,491,61.7,56,4.32,4.34,2.67
AA491052,0.72,Very Good,I,SI1,EAST,2074,63.3,57,5.73,5.67,3.61
AA193768,0.3,Good,F,IF,EAST,796,58.8,61,4.35,4.39,2.57
AA483832,0.43,Premium,G,SI1,EAST,968,62.7,56,4.83,4.8,3.02
AA121418,0.5,Ideal,E,SI1,EAST,1555,61.2,56,5.12,5.15,3.14
AA64813,0.33,Ideal,F,VS2,EAST,854,62.1,55,4.47,4.45,2.77
AA420714,1.01,Ideal,I,VS1,SOUTH,5022,62.5,59,6.33,6.41,3.98
AA629877,0.33,Ideal,F,VS2,WEST,660,62,54.2,4.42,4.45,2.75
AA28149,0.9,Premium,F,SI2,EAST,3704,60.5,57,6.23,6.2,3.76
AA914094,1.76,Very Good,G,VS1,NORTH,18014,62.8,55.4,7.7,7.74,4.85
AA313990,1.32,Ideal,I,SI2,SOUTH,5721,61.7,55,7.07,7.03,4.35
